level_0,index,SVM,direction,category,level,mean,dist,filename
200,200,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000174.jpg
201,201,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/humanfaces_09.jpg
202,202,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000096.jpg
203,203,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/people_05.jpg
204,204,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000021.jpg
205,205,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000091.jpg
206,206,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_006.jpg
207,207,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/ImagesFaces_60.jpg
208,208,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_189.jpg
209,209,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_067.jpg
210,210,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_018.jpg
211,211,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_065.jpg
212,212,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000029.jpg
213,213,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/zzAberdeen_19.jpg
214,214,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_152.jpg
215,215,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000066.jpg
216,216,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000140.jpg
217,217,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000212.jpg
218,218,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000173.jpg
219,219,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_068.jpg
220,220,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/humanfaces_07.jpg
221,221,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/FH_219.jpg
222,222,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000139.jpg
223,223,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/pitcher_11.jpg
224,224,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/zzAberdeen_20.jpg
225,225,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/FH_126.jpg
226,226,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000007.jpg
227,227,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_020.jpg
228,228,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000042.jpg
229,229,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000160.jpg
230,230,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_116.jpg
231,231,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000143.jpg
232,232,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/people_06.jpg
233,233,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_100.jpg
234,234,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000050.jpg
235,235,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000047.jpg
236,236,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/zzAberdeen_13.jpg
237,237,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000054.jpg
238,238,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000085.jpg
239,239,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/zzAberdeen_03.jpg
240,240,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/zzAberdeen_28.jpg
241,241,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/people_02.jpg
242,242,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000010.jpg
243,243,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_016.jpg
244,244,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_010.jpg
245,245,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/UFH_092.jpg
246,246,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000088.jpg
247,247,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000136.jpg
248,248,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/roadsign_13.jpg
249,249,clean,1,clean,0,1,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean hf source/000069.jpg
250,250,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_220.jpg
251,251,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/zzmonkeyfaces_06.jpg
252,252,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_52.jpg
253,253,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_114.jpg
254,254,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_240.jpg
255,255,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/19.276269734.jpg
256,256,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_50.jpg
257,257,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/51.Monkey-Avatar-844.jpg
258,258,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/18.untitled-51595-300x267.jpg
259,259,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_15.jpg
260,260,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_003.jpg
261,261,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_26.jpg
262,262,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/3.Macaque4-Fred-Cate.jpg
263,263,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/70.photograph-group-rhesus-monkeys-macaque-macaca-mulatta-different-facial-expressions-team-monkey-122573031.jpg
264,264,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_205.jpg
265,265,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_246.jpg
266,266,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_040.jpg
267,267,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/33.Rhesus-1.jpg
268,268,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_14.jpg
269,269,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_011.jpg
270,270,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/mushroom_11.jpg
271,271,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_215.jpg
272,272,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/23.47072D1000000578-0-image-a-25_1512517657280.jpg
273,273,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_34.jpg
274,274,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/mp3player_08.jpg
275,275,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_174.jpg
276,276,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_02.jpg
277,277,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/29.macaque-familycc.jpg
278,278,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_054.jpg
279,279,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/zzmonkeyfaces_15.jpg
280,280,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_27.jpg
281,281,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_209.jpg
282,282,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_57.jpg
283,283,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_143.jpg
284,284,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/92.rhesus-macaques.jpg
285,285,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/4.rhesus-monkey_600.jpg
286,286,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_200.jpg
287,287,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/70.Cute_Monkey.jpg
288,288,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/27.GettyImages-1151556034.jpg
289,289,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_33.jpg
290,290,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/87.monkey-sitting-observing-crispr-shutterstock-1252642906-1068x601.jpg
291,291,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_208.jpg
292,292,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_027.jpg
293,293,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_01.jpg
294,294,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_173.jpg
295,295,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_009.jpg
296,296,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/39.Freiwald_face-familiarity_main.jpg
297,297,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/21.Neutral-face1.jpg
298,298,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_202.jpg
299,299,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_178.jpg
300,300,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_116.jpg
301,301,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/83.rhesus-macaque-1.jpg
302,302,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_077.jpg
303,303,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_39.jpg
304,304,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_018.jpg
305,305,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/74.539787-istock-902315974.jpg
306,306,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/18.monkey092018.jpg
307,307,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/90.baby-japanese-macaque-snow-monkey-close-up-face-with-finger-in-mouth_u-l-p4p64s0.jpg
308,308,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/42.0806d61b44491451f448c083e3147e6e.jpg
309,309,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_048.jpg
310,310,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/13.QTxEW5eT3d4VAoMm9hnugW-320-80.jpg
311,311,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_206.jpg
312,312,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/2.STOCK_7A2-Mar.ngsversion.1496324535053.adapt.1900.1.jpg
313,313,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_034.jpg
314,314,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/75.monkey-face-2.jpg
315,315,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/17.Rhesus_species.jpg
316,316,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_082.jpg
317,317,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_23.jpg
318,318,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/5.monkey-face-rhesus-macaque-macaca-mulatta-close-up-portrait-eating-BBGY72.jpg
319,319,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_54.jpg
320,320,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_84.jpg
321,321,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_77.jpg
322,322,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_34.jpg
323,323,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_247.jpg
324,324,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/51.monkey_GettyImages_609576976__1_.0.jpg
325,325,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/57.monkeys-at-khao-takiab--chopsticks-hill--685358164-592f0ea55f9b585950d5df3e.jpg
326,326,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_42.jpg
327,327,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_212.jpg
328,328,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/50.rhesus-macaque-jul2019_1.jpg
329,329,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/90.612qSGEnygL._SX466_.jpg
330,330,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_005.jpg
331,331,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_021.jpg
332,332,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_253.jpg
333,333,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/51.still-more-long-tailed-macaques-1.jpg
334,334,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/10.Rhesus_Macaque_monkey_the_look.jpg
335,335,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_070.jpg
336,336,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/30.190422-rhesus-macaque-cs-953a_c655bac819e2a742853060862cf2bdd9.fit-760w.jpg
337,337,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/56.the-rhesus-macaque-monkey-pictures_csp62423781.jpg
338,338,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/95.maxresdefault.jpg
339,339,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/13.photo.jpg
340,340,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/zzmonkeyfaces_01.jpg
341,341,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_38.jpg
342,342,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_037.jpg
343,343,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/35.rhesusmonkey.jpg
344,344,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/19.191022025037-01-macaques-large-169.jpg
345,345,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/zzmonkeyfaces_17.jpg
346,346,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_133.jpg
347,347,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_242.jpg
348,348,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/79.red-face-macaque-75697_960_720.jpg
349,349,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/zzmonkeyfaces_19.jpg
350,350,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_79.jpg
351,351,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/90.zhongzhong-huahua-1-2474a3bd8f5f2c61e17528c01fa856c35a285979-s800-c85.jpg
352,352,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_197.jpg
353,353,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_110.jpg
354,354,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_53.jpg
355,355,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/6._96317895_gettyimages-164067218.jpg
356,356,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/4.p028w1ws.jpg
357,357,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_52.jpg
358,358,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_123.jpg
359,359,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_61.jpg
360,360,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/59.vegan-plant-based-news-monkey-art-show-livekindly-Cropped-1.jpg
361,361,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/motorcycle_04.jpg
362,362,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/30.1-s2.0-S0165027017302637-mmc1.jpg
363,363,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_224.jpg
364,364,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_30.jpg
365,365,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/88.F1.large.jpg
366,366,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_008.jpg
367,367,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_41.jpg
368,368,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/49.macaca-mulatta-7.jpg
369,369,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_24.jpg
370,370,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_196.jpg
371,371,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_124.jpg
372,372,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_138.jpg
373,373,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_225.jpg
374,374,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/81.hqdefault.jpg
375,375,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/85.cute_20monkey.jpg
376,376,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/mushroom_13.jpg
377,377,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/9.animal-animal-photography-ape-1670413-38cshn63e0eeraruoe2k1s.jpg
378,378,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/67.01-rhesus-macaque-ap_17347595951300.jpg
379,379,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/45.48298.jpg
380,380,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_05.jpg
381,381,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_25.jpg
382,382,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FM_82.jpg
383,383,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/FFM_236.jpg
384,384,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/69.7J42ATGER4I6TKTRIBWI6S7HAY.jpg
385,385,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_21.jpg
386,386,clean,0,clean,0,0,1,./../primate_robustness_mess/PrimateVisionRobustness/Data/Robustness/Original images/Clean mf source/UFM_45.jpg
